iso,places,counts,latlongs
RUS,"['Yerevan|Armenian SSR', 'Tashkent|Uzbek SSR', 'Tbilisi|Georgian SSR', 'Vladivostok', 'Khasavyurt|Dagestanskaya ASSR', 'Lazovsk|USSR (Sinjereya)', 'Sochi|Krasnodarskiy kray', 'Nevinnomyssk|Stavropolskiy krai', 'Novorossiysk|RSFSR', 'Krasnodar|Krasnodarskiy kray', 'Stavropol|RSFSR', 'Krasnyy Yar|Astrakhanskaya oblast', 'Taganrog|USSR', 'Leninakan|Armenian SSR', 'Donetsk|Ukrainian SSR', 'Khabarovsk|Russian SFSR', 'Volgograd|RSFSR', 'Blagoveshchensk|Amur Oblast', 'Kiev|Ukrainian SSR', 'Belgorod', 'Sinodskoye|RSFSR', 'Saratov|RSFSR', 'None', 'Barnaul', 'Barnaul|Altai Krai', 'Abakan|Khakasskaya AO', 'Tula', 'Ryazan|RSFSR', 'Vilnius|Lithuanian SSR', 'Kaliningrad', 'Arzamas-16|USSR (Sarov', 'Zelenogradsk|Kaliningradskaya oblast', 'Novosibirsk|Novosibirskaya oblast', 'Novosibirsk', 'Zlatoust', 'Voskresensk|Moscow Oblast', 'Kurgan', 'Tuchkovo', 'Likino-Dulyovo', 'Moscow|RSFSR', 'Moscow|RSFSR', 'Reutov|Moscow oblast', 'Kazan', 'Kazan|Tatarstan', 'Mytischi', 'Krasnoyarsk', 'Novocheboksarsk|Chuvashia', 'Krivosheino|Tomskaya oblast', 'Dzerzhinsk|Nizhny Novgorod Oblast', 'Tomsk|RSFSR', 'Pereslavl-Zalesskiy|Yaroslavskya oblast', 'Makrusha|Krasnoyarskaya oblast', 'Sverdlovsk|USSR (Yekaterinburg', 'Kimry|Kalininskaya oblast', 'Sredneuralsk', 'Perm|Permskaya oblast', 'Perm|RSFSR', 'Krasnokamsk|Permskaya oblast', 'Kirov', 'Gubakha', 'Vologda|RSFSR', 'Krasnoturinsk|Sverdlovsk region', 'Kirovsk|Murmansk region', 'Saint Petersburg|Saint Petersburg', 'Petrograd|Russia (now St. Petersburg', 'Leningrad', 'Kronstadt|RSFSR', 'Siberia', 'Pivan', 'Vyborg|Leningradskaya oblast', 'Nizhnevartovsk|Tyumenskaya oblast', 'Severodvinsk|Arkhangelskaya oblast', 'Kirovsk|Murmanskaya oblast', 'Norilsk', 'Norilsk|Krasnoyarskiy kray']","[2, 2, 4, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1, 1, 4, 2, 1, 1, 1, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 53, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 2, 3, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 6, 34, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1]","['(40.1776245|44.5126174)', '(41.3123363|69.2787079)', '(41.6934591|44.8014495)', '(43.1150678|131.8855768)', '(43.246916|46.5855184)', '(43.395|133.9067)', '(43.602807|39.734154)', '(44.633709|41.939435)', '(44.7239578|37.7690711)', '(45.03547|38.975313)', '(45.0433245|41.9690934)', '(46.533566|48.34558)', '(47.2153657|38.9285216)', '(47.3079286|39.6433401)', '(48.0158753|37.8013407)', '(48.481403|135.076935)', '(48.7081906|44.5153353)', '(50.266667|127.533333)', '(50.4500336|30.5241361)', '(50.5955595|36.5873394)', '(51.483333|45.966667)', '(51.530018|46.034683)', '(51.66|36.19)', '(53.347402|83.7784496)', '(53.366566|83.749657)', '(53.720976|91.44291)', '(54.1930321|37.61754)', '(54.6295687|39.7425039)', '(54.6870458|25.2829111)', '(54.710128|20.5105838)', '(54.9391673|43.3268812)', '(54.9600365|20.4750188)', '(55.0084|82.9357)', '(55.0282171|82.9234509)', '(55.1674213|59.6792625)', '(55.317467|38.672465)', '(55.45435|65.321877)', '(55.6014428|36.4662973)', '(55.7043101|38.9569091)', '(55.7504461|37.6174943)', '(55.755833|37.617778)', '(55.7622453|37.856555)', '(55.7823547|49.1242266)', '(55.796289|49.108795)', '(55.910352|37.736202)', '(56.0090968|92.8725147)', '(56.1092|47.4791)', '(56.178859|84.843315)', '(56.238924|43.463064)', '(56.488712|84.952324)', '(56.7375|38.8542)', '(56.775219|92.339705)', '(56.839104|60.60825)', '(56.8637|37.349)', '(56.991631|60.46888)', '(58.010556|56.25)', '(58.014965|56.246723)', '(58.0812613|55.7586943)', '(58.6035661|49.6666241)', '(58.842407|57.555058)', '(59.218876|39.893276)', '(59.764631|60.1936117)', '(59.8813954|30.9855331)', '(59.93428|30.335099)', '(59.938732|30.316229)', '(59.939095|30.315868)', '(59.990845|29.774652)', '(60.0|100.0)', '(60.173554|30.149816)', '(60.7032|28.7523)', '(60.9339411|76.5814274)', '(64.563607|39.830865)', '(67.609418|33.672404)', '(69.3498394|88.200517)', '(69.355785|88.189913)']"
RWA,"['Rwanda', 'Kigali', 'Nyarugenge|Kigali']","[1, 6, 2]","['(-1.940278|29.873888)', '(-1.950851|30.061507)', '(-1.9508938|30.0588764)']"
SAU,"['Mecca', 'Jeddah', 'Al Kharj|Riyadh', 'Riyadh', 'Al Ahsa', 'Dhahran']","[1, 8, 1, 15, 1, 3]","['(21.420847|39.826869)', '(21.5810088|39.1653612)', '(24.155745|47.337635)', '(24.638916|46.7160104)', '(25.3877578|49.5626628)', '(26.2966528|50.1202146)']"
SDN,"['Khartoum', 'Omdurman']","[2, 3]","['(15.5635972|32.5349123)', '(15.6445536|32.4777311)']"
SEN,"['Dakar', 'Thiès']","[11, 1]","['(14.693425|-17.447938)', '(14.791461|-16.925605)']"
SGP,"['Singapore', 'Singapore City|Singapore']","[78, 3]","['(1.2899175|103.8519072)', '(1.352083|103.819836)']"
SLE,['Freetown'],[3],['(8.479004|-13.26795)']
SLV,['San Salvador'],[10],['(13.6989939|-89.1914249)']
SOM,['Mogadishu'],[3],['(2.0349312|45.3419183)']
SRB,"['Boljevac', 'Cacak', 'Kragujevac', 'Loznica', 'Kladovo', 'Belgrade', 'Vrbas', 'Ravno Selo near Vrbas']","[1, 1, 1, 1, 4, 12, 1, 2]","['(43.8304776|21.9587438)', '(43.8914332|20.3491624)', '(44.0130251|20.91925)', '(44.5309355|19.2240026)', '(44.6093983|22.6136517)', '(44.8178131|20.4568974)', '(45.568028|19.6470089)', '(45.5826|19.6297)']"
SUR,['Paramaribo'],[2],['(5.8247628|-55.1703941)']
SVK,"['Komárno', 'Bratislava', ""Fil'akovo"", 'Nitra', 'Myjava', 'Ilava', 'Považská Bystrica']","[1, 3, 1, 1, 1, 1, 3]","['(47.7574079|18.1298249)', '(48.1435149|17.108279)', '(48.159278|19.842193)', '(48.31295|18.0894593)', '(48.75408065|17.57651278309739)', '(48.9985674|18.2307598)', '(49.1159316|18.4469936)']"
SVN,"['Novo Mesto|Kingdom of Serbs', 'Ljubljana', 'Trbovlje|SR Slovenia']","[3, 5, 1]","['(45.8040475|15.1696684)', '(46.0500268|14.5069289)', '(46.1558964|15.0540204)']"
SWE,"['Östra Grevie|Malmöhus län', 'Malmö|Skåne län', 'Lund|Skåne län', 'Kristianstad|Kristianstad län', 'Helsingborg|Malmöhus län', 'Karlskrona|Blekinge län', 'Nybro|Kalmar län', 'Falkenberg|Hallands län', 'Gotland', 'Mölndal|Göteborg och Bohus län', 'Visby|Gotlands län', 'Eksjö|Jönköpings län', 'Örgryte', 'Gothenburg|Västra Götalands län', 'Gothenburg|Västra Götalands län', 'Kortedala|Gothenburg', 'Trollhättan|Älvsborgs län', 'Linköping|Östergötlands län', 'Norrköping|Östergötlands län', 'Stigtomta|Nyköping', 'Katrineholm|Södermanlands län', 'Haninge|Stockholms län', 'Överjärna', 'Huddinge|Stockholm', 'Skarpnäck', 'Värmdö|Stockholms län', 'Hägersten|Stockholm', 'Stockholm|Stockholm County', 'Stockolm|Stockholm', 'Solna|Stockholms län', 'Jakobsberg', 'Vällingby|Stockholm', 'Lidingö|Stockholms län', 'Eskilstuna|Södermanlands län', 'Tensta|Stockholms län', 'Danderyd|Stockholm County', 'Järfälla|Stockholms län', 'Täby|Stockholms län', 'Åkersberga|Stockholms län', 'Vallentuna|Stockholms län', 'Uppsala|Uppsala län', 'Vänge', 'Sala', 'Borlänge', 'Gagnef', 'Gävle', 'Arbrå|Gävleborgs län', 'Hudiksvall|Gävleborgs län', 'Sundsvall|Västernorrlands län', 'Östersund|Jämtlands län', 'Järpen', 'Umeå|Västerbottens län', 'Strömsund|Jämtlands län', 'Skellefteå|Västerbottens län', 'Högalid']","[3, 3, 8, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 18, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 69, 2, 3, 4, 7, 1, 2, 1, 1, 1, 4, 2, 1, 3, 1, 1, 1, 1, 1, 3, 6, 2, 1, 1, 4, 2, 5, 1]","['(55.4675491|13.1357781)', '(55.6052931|13.0001566)', '(55.7029296|13.1929449)', '(56.0293778|14.1566859)', '(56.0442098|12.703706)', '(56.1621073|15.5866422)', '(56.7448691|15.9079772)', '(56.8996865|12.5345561)', '(57.4174802|18.536957927499856)', '(57.616667|12.083333)', '(57.6379361|18.297982)', '(57.666667|15.2)', '(57.6976681|12.0037036)', '(57.7072326|11.9670171)', '(57.70887|11.97456)', '(57.7491098|12.0335589)', '(58.2827931|12.2908612)', '(58.4098135|15.6245252)', '(58.5909124|16.1903511)', '(58.8027639|16.7853448)', '(58.9960335|16.2067589)', '(59.049722|18.266667)', '(59.083938|17.562712)', '(59.2293827|17.9748815)', '(59.26571495|18.135310357439185)', '(59.3|18.583333)', '(59.3039831|17.9671408)', '(59.3251172|18.0710935)', '(59.329444|18.068611)', '(59.361367|18.0013693)', '(59.3630545|13.467822)', '(59.3659643|17.8716341)', '(59.3669445|18.1820897)', '(59.3717379|16.5051474)', '(59.3957349|17.9032284)', '(59.4043647|18.0358505)', '(59.4204736|17.8285472)', '(59.4670482|18.0658494)', '(59.4823516|18.2943981)', '(59.583333|18.216667)', '(59.8586126|17.6387436)', '(59.8586465|17.430238)', '(59.966667|16.6)', '(60.4856426|15.4234561)', '(60.5|15.0)', '(60.6750132|17.1467019)', '(61.4730882|16.374964)', '(61.666667|17.166667)', '(62.3907552|17.3071024)', '(63.1793655|14.6357061)', '(63.348376|13.4636687)', '(63.8256568|20.2630745)', '(64.25|15.366667)', '(64.7520185|20.959339)', '(67.8584568|20.2345087)']"
SWZ,"['Mbabane', 'Manzini', 'Swaziland']","[5, 3, 2]","['(-26.325745|31.144663)', '(-26.4958706|31.3695887)', '(-26.5225|31.4659)']"
SYC,['Mahé'],[1],['(-4.68379555|55.49263800753758)']
SYR,"['Damascus', 'Homs', 'Tartus']","[13, 2, 1]","['(33.5130695|36.3095814)', '(34.7333334|36.7166667)', '(34.8936225|35.885167)']"
TGO,['Lomé'],[1],['(6.137545|1.21227)']
THA,"['Prachuap Khiri Khan', 'Trat', 'Pattaya|Chonburi (Province)', 'Chonburi', 'Samut Songkhram Province|Samut Songkhram', 'Ratchaburi', 'Samut Prakan', 'Chachoengsao', 'Chachoengsao Province|Chachoengsao Province', 'Bangkok', 'Pathum Thani', 'Kanchanaburi Province', 'Nakhon Nayok Province|Nakhon Nayok Province', 'Suphan Buri', 'Surin', 'Nakhon Ratchasima Province|Nakhon Ratchasima Province', 'Khon Kaen', 'Kalasin Province', 'Udon Thani', 'Nong Khai|Nong Khai', 'Lampang', 'Lamphun', 'Chiang Mai', 'Songklah|Songklah', 'Ko Samui']","[1, 1, 1, 1, 4, 2, 2, 1, 1, 169, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 2, 1, 2]","['(11.8057688|99.7967271)', '(12.2440564|102.5122822)', '(12.9366674|100.8864587)', '(13.3662087|100.9872185)', '(13.4017|99.9576)', '(13.539067|99.8197035)', '(13.5949359|100.5966146)', '(13.6891784|101.0708268)', '(13.690303|101.071811)', '(13.7524938|100.4935089)', '(14.0203964|100.5340426)', '(14.029475|99.532234)', '(14.202817|101.217218)', '(14.4699051|100.1164984)', '(14.8841804|103.4906232)', '(14.970656|102.10193)', '(16.4303916|102.8355904)', '(16.431866|103.506465)', '(17.4082448|102.7868105)', '(17.878423|102.741221)', '(18.2899489|99.4958526)', '(18.5776383|99.0069034)', '(18.7882778|98.9858802)', '(7.197468|100.594874)', '(9.50139445|99.99561927320003)']"
TJK,"['Dushanbe', 'Leninabad (now Khujand)']","[1, 2]","['(38.5425835|68.81521423589763)', '(40.292171|69.627501)']"
TKM,"['Ashkhabad', 'Ashkhabad']","[2, 1]","['(37.933104|58.383762)', '(37.960077|58.326063)']"
TTO,"['San Fernando', 'Port of Spain|Trinidad', 'Scarborough|Tobago', 'Tobago', 'Argyle']","[2, 2, 1, 2, 1]","['(10.2807069|-61.4645896)', '(10.6572678|-61.5180173)', '(11.1852893|-60.735024)', '(11.24046155|-60.67200597857749)', '(11.242784|-60.587496)']"
TUN,"['Sidi Bouzid', 'Tunis', 'La Marsa']","[1, 14, 1]","['(35.0382386|9.4865301)', '(36.8002068|10.1857757)', '(36.8790882|10.327678)']"
TUR,"['Hatay', 'Antakya', 'İskenderun|Hatay', 'Kilis', 'Mersin', 'Antalya', 'Adana', 'Gaziantep', 'Korkuteli|Antalya', 'Osmaniye', 'Şanlıurfa', 'Muğla', 'Mardin', 'Hakkâri', 'Kahramanmaraş', 'Adıyaman', 'Isparta', 'Türkiye', 'Denizli', 'Aydın', 'Konya', 'Diyarbakır', 'Niğde', 'Malatya', 'Izmir', 'Manisa', 'Nevşehir', 'Elazığ', 'Uşak', 'Avanos|Nevsehir', 'Kayseri', 'Afyonkarahisar', 'Bingöl', 'Akhisar|Manisa', 'Sarkisla|Sivas', 'Kütahya', 'Pülümür', 'Burhaniye|Balıkesir', 'Balıkesir', 'Agri', 'Erzincan', 'Sivas', 'Eskisehir', 'Kırıkkale', 'Kozoglu', 'Ankara', 'Sincan|Ankara', 'Çanakkale', 'Bursa', 'İznik|Bursa', 'Çorum', 'Niksar|Tokat', 'Kars', 'Amasya', 'Erbaa|Tokat', 'Bolu', 'Kocaeli', 'Izmit', 'Adapazari', 'Duzce', 'Refahiye|Erzincan', 'Giresun', 'Yeşilköy|İstanbul', 'Tekirdağ', 'Ordu', 'Trabzon', 'Istanbul', 'Rize', 'Besiktas|Istanbul', 'Çıldır|Ardahan', 'Artvin', 'Devrek', 'Karadeniz Ereğli', 'Samsun', 'Kastamonu', 'Zonguldak', 'Edirne', 'Kirklareli', 'Sinop']","[2, 3, 7, 1, 4, 12, 20, 4, 1, 2, 4, 7, 1, 12, 3, 1, 6, 2, 11, 2, 5, 13, 2, 2, 83, 8, 4, 2, 4, 1, 3, 2, 1, 1, 1, 2, 1, 1, 2, 7, 4, 12, 13, 2, 1, 131, 3, 6, 29, 1, 3, 2, 5, 4, 3, 1, 14, 2, 1, 2, 2, 2, 3, 1, 7, 5, 327, 6, 1, 1, 1, 1, 1, 9, 5, 5, 1, 1, 4]","['(36.2024887|36.1602761)', '(36.2042534|36.1640489)', '(36.5902266|36.1710354)', '(36.7165722|37.114664)', '(36.7978381|34.6298391)', '(36.8872942|30.7074549)', '(36.9863599|35.3252861)', '(37.0628317|37.3792617)', '(37.0666523|30.1970497)', '(37.0733588|36.2507673)', '(37.1564696|38.7921012)', '(37.2151202|28.3636912)', '(37.3205482|40.7257727)', '(37.5766959|43.7377862)', '(37.5812744|36.927509)', '(37.7602379|38.2772662)', '(37.77035|30.5556933)', '(37.7709046|38.220726)', '(37.7833152|29.0844832)', '(37.8483767|27.8435878)', '(37.872734|32.4924376)', '(37.9162222|40.2363542)', '(37.9712079|34.6775534)', '(38.3488506|38.3189466)', '(38.4224548|27.1310699)', '(38.6125793|27.4333969)', '(38.6250389|34.7150685)', '(38.6747164|39.2227135)', '(38.6792659|29.4048895)', '(38.7187371|34.8468663)', '(38.7219011|35.4873214)', '(38.7562504|30.5393573)', '(38.8861265|40.4972333)', '(38.9240528|27.8401895)', '(39.3520564|36.4093685)', '(39.4199106|29.9857886)', '(39.4869645|39.8985207)', '(39.503059|26.9807755)', '(39.6473917|27.8879787)', '(39.719125|43.0504894)', '(39.7467552|39.49103)', '(39.7503572|37.0145185)', '(39.7743941|30.519116)', '(39.8410483|33.5058536)', '(39.904274|39.640766)', '(39.9207886|32.8540482)', '(39.9655078|32.5794438)', '(40.146271|26.4028892)', '(40.182737|29.0675481)', '(40.4303445|29.7223732)', '(40.5491496|34.9602453)', '(40.5913282|36.9434927)', '(40.6076749|43.0948497)', '(40.6503248|35.8329148)', '(40.6719167|36.5685955)', '(40.7332953|31.6110479)', '(40.7632288|29.9262644)', '(40.7718818|29.9497846)', '(40.7755188|30.4020898)', '(40.8391531|31.1595361)', '(40.8472101|37.6550755)', '(40.9174453|38.3847864)', '(40.9589829|28.8225574)', '(40.9781214|27.5107799)', '(40.9852301|37.8797732)', '(41.0062202|39.7257547)', '(41.0091982|28.9662187)', '(41.0248249|40.5199142)', '(41.0428465|29.0075283)', '(41.1265837|43.1345966)', '(41.1830811|41.8287448)', '(41.2188823|31.9558348)', '(41.2795516|31.4229672)', '(41.2946149|36.3320596)', '(41.3765359|33.7770087)', '(41.4519168|31.7905959)', '(41.6759327|26.5587225)', '(41.7370223|27.2235523)', '(42.0265798|35.1511512)']"
TWN,"['Kaohsiung', 'Pingtung', 'Jiadong Township', 'Contea di Taitung|Taitung County', 'Taitung', 'Tainan', 'Tainan City', 'Chiayi', 'Penghu', 'Isola di Formosa', 'Fongshan|Kaoshiung', 'Nantou County|Nantou County', 'Hualien', 'Changhua', 'Taichung', 'Kinmen', 'Miaoli', 'Luodong', 'Yilan', 'Hsinchu', 'Tân Điếm|Đài Bắc', 'Yunlin', 'Taoyuan City', 'Xinbei', 'New Taipei City', 'Taipei', 'Taipei', 'Taipei City|Taipei', 'Taipei', 'Luzhou|Taipei County', 'Shihlin|Taipei', 'Shilin District', 'Keelung', 'Jinshan District|New Taipei City']","[30, 5, 2, 2, 2, 13, 3, 4, 1, 1, 5, 5, 6, 9, 18, 1, 2, 2, 9, 11, 3, 3, 6, 1, 6, 2, 2, 1, 286, 1, 1, 1, 2, 2]","['(22.6203348|120.3120375)', '(22.6697227|120.4884652)', '(22.686063|120.484977)', '(22.755609|121.113462)', '(22.7560447|121.1456538)', '(22.9912348|120.184982)', '(22.999728|120.227028)', '(23.4811089|120.4535412)', '(23.55856845|119.60988586582855)', '(23.5983227|120.83537694479215)', '(23.8502086|121.4920454)', '(23.960356|120.971997)', '(23.982074|121.60681)', '(24.0807667|120.5423)', '(24.163162|120.6478282)', '(24.4293634|118.2446479)', '(24.5614833|120.8192333)', '(24.6770334|121.766919)', '(24.7519538|121.7533344)', '(24.8066333|120.9686833)', '(24.9673935|121.5419418)', '(24.98330365|121.31634370347328)', '(24.9929995|121.3010003)', '(25.011997|121.4656619)', '(25.016983|121.462787)', '(25.032963|121.565426)', '(25.032969|121.565418)', '(25.033903|121.565601)', '(25.0375198|121.5636796)', '(25.084923|121.4737)', '(25.0897|121.5241)', '(25.0918396|121.5242068)', '(25.1317232|121.744652)', '(25.221883|121.6361852)']"
TZA,"['Musoma Rural District|Mwanza', 'Stone Town|Zanzibar City', 'Dodoma', 'Dar es Salaam']","[1, 1, 4, 3]","['(-1.5059|33.8027)', '(-6.162658|39.1900121)', '(-6.1791181|35.7468174)', '(-6.8160837|39.2803583)']"
UGA,"['Kampala', 'Kayunga', 'Canadian']","[6, 1, 1]","['(0.3177137|32.5813539)', '(0.5279114|33.0384226)', '(35.9120114|-100.3839018)']"
UKR,"['Yalta', 'Sevastopol|Russia [now Crimea', 'Odessa|Kherson Governorate', 'Berdiansk|Zaporizhzhia Oblast', 'Nikolaev', 'Dnipropetrovsk Oblast|Ukrainian SSR', 'Кривий Ріг', 'Kryvyi Ryh', 'Donetsk', 'Chernovtsy', 'Ukraine|Soviet Union (now Kyiv', 'Vinnytsia', 'Lwowskie|Poland [now Lviv', 'Lviv|Lviv Oblast', 'Kivsharivka|Kharkiv Oblast', 'Kharkov|Ukrainian SSR', 'Brusyliv|Zhytomyr Oblast', 'Katiuzhanka|Kyiv Oblast', 'Kyiv|Ukrainian SSR', 'Kiev|Ukrainian SSR', 'Shostka']","[1, 2, 4, 3, 3, 1, 2, 2, 1, 6, 1, 1, 1, 3, 2, 2, 2, 1, 12, 3, 1]","['(44.4970713|34.1586871)', '(44.6054434|33.5220842)', '(46.4843023|30.7322878)', '(46.754464|36.786741)', '(46.9758615|31.9939666)', '(47.80859|34.206303)', '(47.9102734|33.3917703)', '(47.910598|33.39104)', '(48.0158753|37.8013407)', '(48.2914|25.9352)', '(48.852417|28.722033)', '(49.2320162|28.467975)', '(49.7789622|22.807815)', '(49.839683|24.029717)', '(49.946853|36.288791)', '(50.000678|36.250606)', '(50.315902|29.899191)', '(50.383333|30.55)', '(50.4500336|30.5241361)', '(50.4501|30.5234)', '(51.8643223|33.4728213)']"
URY,"['Fray Bentos|Río Negro', 'Rosario', 'Montevideo']","[1, 1, 29]","['(-33.1165167|-58.3130977)', '(-34.3115588|-57.3512918)', '(-34.9058916|-56.1913095)']"
